"Id","Prediction"
241,4174246.28686667
242,3555533.11866667
243,4932678.27656667
244,5855311.58046667
245,5236429.70293334
246,4465648.96216667
247,5063482.68346667
248,4967757.1222
249,4345078.502
250,3347006.45953333
251,4344148.1766
252,5918210.43843334
253,4824029.6832
254,4298719.91523333
255,4106214.0173
256,3798544.3445
257,4005991.30953333
258,4239634.4304
259,4110624.74686666
260,4157338.95163333
261,3579496.1098
262,4508508.89486667
263,3934936.5654
264,2485331.94796666
265,4201783.5786
266,3919657.92826667
267,5185262.127
268,4609795.6321
269,4287786.0104
270,3859264.40073333
271,3084892.79043333
272,4309581.17663333
273,4677671.56393333
274,3949299.4253
275,5215872.44353333
276,5173908.73636667
277,4608177.78356667
278,4278088.5951
279,4170827.1891
280,4176364.64563334
281,4047318.4723
282,3560815.14736667
283,4088880.7011
284,4842962.29076667
285,2982038.4243
286,5215729.70083333
287,4290432.56483333
288,4407909.85876667
289,3735538.58496667
290,3852860.16683333
291,4535343.0079
292,3436759.49443333
293,5248441.80056667
294,3384157.8312
295,5283064.76683334
296,5396757.48826667
297,5579303.23666667
298,4163867.38606667
299,4251125.7511
300,4718933.59936667
301,5220668.9139
302,4427381.07683333
303,5287124.8585
304,4033023.02413333
305,4480975.90613333
306,4344646.66846667
307,4644606.1563
308,2506631.25573333
309,4206573.67643333
310,4390120.37936667
311,4211564.4402
312,3559823.9829
313,4864231.52673333
314,3625591.5201
315,3383913.7655
316,3013167.77676667
317,4635139.43163333
318,5606685.5917
319,3526273.11966667
320,4076437.33163333
321,3739749.43743333
322,4106034.68393333
323,4377597.90406667
324,5001367.71386667
325,3720671.98673333
326,4255024.89336667
327,4100153.49143333
328,4136482.49696667
329,5900832.34766667
330,3289262.28026667
331,4795725.99246667
332,5043633.44933333
333,5878371.4652
334,5263230.36726667
335,4605050.91583333
336,3704627.412
337,4352929.6769
338,4099427.90433333
339,3269609.54973333
340,5568956.69006667
341,4485269.311
342,4778562.6818
343,4362019.14546667
344,4900794.0263
345,3987407.96786667
346,3949408.81306667
347,5104284.08436667
348,3010597.60053333
349,5547569.2492
350,4759900.53863333
351,4788203.2795
352,4807054.51806667
353,3252867.12976667
354,4001793.9506
355,4477341.33703333
356,5358248.10676666
357,4422333.6102
358,4595878.06766667
359,5197264.18343333
360,4857377.94943333
361,4388207.56093333
362,3947483.87746667
363,4421018.92613333
364,4682555.76533333
365,3691909.56403333
366,3005870.16943333
367,3681530.6697
368,4426963.51436667
369,5367175.90653334
370,4139812.9533
371,4130620.1036
372,5183664.17906667
373,5100277.2271
374,4012120.70276666
375,4618848.71613333
376,3712479.19553333
377,3445082.82513333
378,5466713.91506667
379,5109614.49643334
380,5209890.71966667
381,4162181.16553333
382,3271090.70346666
383,6196293.1263
384,3860962.67526667
385,4851097.2042
386,3804263.09406667
387,4961773.46276667
388,4183292.59593333
389,4913366.81483333
390,5459035.6622
391,3354692.50593334
392,3775640.1243
393,4053976.65526667
394,5675269.3894
395,3411281.97536667
396,4849302.61086666
397,4968757.108
398,5746975.3327
399,4768236.07476667
400,4333542.76996667
401,3803471.62256667
402,3380009.21796667
403,4146462.0356
404,4104048.79143333
405,4124990.89053333
406,4606527.9078
407,4559825.26693333
408,2846334.28376667
409,4207214.98603333
410,3929351.94213333
411,4133798.07166666
412,5141296.99016667
413,4238028.33926667
414,4799148.67166667
415,4309279.7133
416,5364922.71673333
417,2771003.43666667
418,4590569.1688
419,3374927.108
420,4781837.18056667
421,4600607.1888
422,5291217.18953334
423,3238387.37913333
424,4753194.2304
425,4434157.78713333
426,4209774.86576667
427,3987621.4768
428,4889069.6182
429,3993023.38286667
430,3621508.50463333
431,4733448.63116666
432,2411473.93606667
433,4375236.98266666
434,3849179.62736667
435,4952922.44376667
436,3713078.42953333
437,3787956.1194
438,3157771.9754
439,5106033.75506667
440,4439697.5636
441,5076672.33143333
442,4627113.51343333
443,4293477.3697
444,5321138.31313333
445,4948529.72476667
446,6147030.1696
447,4883867.92096667
448,4837091.67686667
449,6313637.10103333
450,4883730.67873333
451,4035114.84286666
452,3470996.05293333
453,5654635.8622
454,4475775.41126667
455,4574063.82106667
456,3281403.5868
457,4604325.43566667
458,4595511.5614
459,3568469.38416667
460,4373856.0866
461,5131793.72336667
462,4597993.92786667
463,3131784.17813333
464,4610888.57996667
465,3862553.74133333
466,4142692.75446667
467,3874576.0202
468,4528638.1838
469,4211147.95073333
470,4335708.48343333
471,4741201.80973333
472,3450579.11853333
473,4259998.64116667
474,4578903.12186667
475,3805263.0391
476,4131077.9682
477,5920309.60203333
478,4799704.0015
479,5259048.54963333
480,3658021.44126667
481,5377872.27866667
482,3313249.36053333
483,4782204.13853334
484,4820868.06866666
485,3741777.81456667
486,4811800.4169
487,3900765.75523333
488,4236686.3912
489,4163125.6286
490,4362678.25323334
491,3935941.37163333
492,4999810.1519
493,4938977.94726667
494,4862205.6027
495,4149237.17863333
496,4571323.73026666
497,3893138.9768
498,4352082.94116667
499,4749257.24616667
500,4699403.4615
501,2723009.90233333
502,4771556.57973333
503,5308553.84596667
504,3538462.03193333
505,3836575.5205
506,3489025.00243333
507,4408428.49216667
508,3440925.2451
509,4191944.08526667
510,5032238.2238
511,5047290.26233333
512,2775679.78216666
513,4539907.3949
514,4185811.60116667
515,2577926.9785
516,3759736.66933333
517,4298582.3399
518,3846765.65646667
519,4596699.2158
520,4025200.30623333
521,5549151.54476666
522,5908627.22066666
523,4814023.53766667
524,4209816.1287
525,4460937.51276667
526,2911250.1281
527,5011561.82156666
528,5230784.68316667
529,4834212.47926667
530,4438106.8575
531,3631080.2903
532,4804116.16233333
533,4587338.43886667
534,5159514.29456667
535,4640102.4019
536,4209441.66236667
537,3821018.87996667
538,4261074.47286667
539,4931744.56396667
540,4115725.41363333
541,3423707.2891
542,3412945.10976667
543,4225110.08353333
544,4459888.56263333
545,5003024.18393333
546,3048490.55303333
547,3829509.36883333
548,3994159.58663333
549,4108616.48446667
550,4024805.35663333
551,4313018.2623
552,4008880.53943333
553,4759346.9207
554,4689252.01873333
555,4626903.2813
556,3797173.44376667
557,4536647.63563333
558,4638764.1786
559,4763311.62313333
560,4040978.2558
561,5289851.0713
562,2746343.98363333
563,4741769.71496667
564,3225065.39926667
565,4275692.6593
566,3823465.68596667
567,5618618.99326667
568,4167590.0086
569,3536827.3688
570,4693900.57336667
571,5897002.7588
572,3761729.6538
573,4841297.48353333
574,4258000.02326667
575,3502088.47966667
576,6490640.29736667
577,4334938.37766667
578,4072272.4283
579,4192100.80323333
580,3966721.11183333
581,4810422.46863333
582,5860460.1621
583,4095317.20753333
584,4846551.2699
585,5354216.30386667
586,3910330.79343333
587,3732250.82383333
588,5365567.07983334
589,4145629.55273333
590,3973412.5468
591,4325834.52866667
592,4326178.5832
593,3169486.7601
594,3732945.6928
595,3984965.63776667
596,3404759.05816667
597,3816643.3287
598,4804464.5586
599,5692251.6084
600,4249756.1007
601,5321165.97583333
602,5163969.64406667
603,3379540.25173333
604,2985675.91876667
605,3481367.0145
606,3270454.68246667
607,4299161.70073333
608,2656947.7533
609,4750372.5157
610,5211586.695
611,2563207.1417
612,4793895.32303333
613,4854983.6512
614,4705645.1505
615,3425875.4816
616,4061702.63643333
617,4863710.71623334
618,6549312.81006667
619,4368794.09256667
620,4033438.47863334
621,5161808.21683334
622,5485648.79923333
623,4464580.3964
624,2776158.84626667
625,4780321.55316667
626,4157174.3114
627,5141358.76946667
628,3923318.88376667
629,3560187.98546667
630,4136748.96416666
631,5681616.61
632,4395050.2832
633,4254061.77053333
634,2806404.1907
635,3971329.6788
636,5258410.00423333
637,4552494.5643
638,3785765.16133333
639,4820921.94316666
640,5686952.20883334
641,5502222.42176667
642,3122056.5451
643,4848160.23213333
644,4449822.0877
645,3595979.10896667
646,4355795.74306667
647,4303682.0501
648,4188121.22086667
649,3624699.13043333
650,3714670.0777
651,4075654.83726667
652,4254791.80516667
653,4548760.61903333
654,3565890.8492
655,5539583.0652
656,3642826.1008
657,5035989.9314
658,4328062.46926667
659,4505950.7913
660,4385700.06253333
661,5042462.6196
662,4842299.70846666
663,4767719.95613333
664,4591836.04563333
665,4056660.0828
666,5911425.116
667,3610918.76186667
668,4003665.7686
669,4896089.81903333
670,4636758.57393334
671,5179722.2339
672,3775085.81603333
673,4853123.70156667
674,4593898.60176667
675,3462763.20006666
676,4170674.3313
677,3090170.48726667
678,4383833.61386667
679,4680906.27573334
680,3874524.84933333
681,4654268.5813
682,3491222.50253333
683,4247496.46933333
684,4804800.526
685,4967756.476
686,3766727.30393334
687,3362335.82073333
688,5125452.13826666
689,3347789.77113333
690,4013152.73403333
691,3736812.16486666
692,3270401.3465
693,3725812.75143333
694,3352955.20313333
695,3498262.1841
696,4136390.79283333
697,5565756.07143334
698,4373954.8992
699,3227099.34186667
700,4439639.13483333
701,4824064.1567
702,4118867.27856667
703,4877709.7853
704,4297874.48303333
705,5594811.39786667
706,4625500.48336667
707,4651388.01163333
708,4747957.52183334
709,3775722.35936667
710,4912852.35653333
711,5019707.42096667
712,3965207.8272
713,3979378.23943333
714,5208379.0347
715,4717833.5286
716,4134940.59986667
717,4127878.22056667
718,5104351.32063333
719,4477327.89736666
720,4123690.06433333
721,4879041.42026667
722,4913399.2784
723,2487580.615
724,5497776.87113334
725,4484559.74053334
726,2945221.84023333
727,3629023.3565
728,4233457.96656667
729,4065892.9691
730,3698859.99723333
731,4517748.0326
732,3936503.3402
733,6362362.90473333
734,4465045.28393333
735,3969142.77433333
736,3213172.90303333
737,5435534.53013334
738,2921189.70936666
739,3785251.6386
740,5333849.0798
741,4420679.24743333
742,4306735.81846667
743,4382864.0562
744,4376331.0518
745,4929747.9452
746,3051472.73383333
747,4824693.52046667
748,4760211.83873333
749,4625933.55106667
750,6060791.10093333
751,3600615.88693333
752,3818291.31593333
753,2492438.9559
754,4209094.0902
755,3581493.20183333
756,3787094.0142
757,4397899.04676667
758,3273782.9137
759,4648292.60786667
760,3724261.0975
761,3892732.02266667
762,2888935.93653333
763,3733618.22563333
764,4668781.13333333
765,4448527.7671
766,4798404.36056666
767,3531230.8326
768,4736164.7971
769,4863138.3157
770,3880431.68206667
771,4243219.6031
772,4116885.9435
773,4073318.9398
774,4610313.18476667
775,4362494.9638
776,3860355.7442
777,4641087.21293333
778,4838458.0953
779,4066739.6366
780,3034574.73343333
781,4445033.11776667
782,5255014.02466667
783,3319711.10273333
784,4610958.57576667
785,3629460.84976667
786,4161621.8613
787,4527359.51106667
788,5586049.7293
789,4955390.40813333
790,3545270.50866667
791,4156508.31046666
792,3442710.8953
793,3586286.0511
794,3813617.94266667
795,4826037.9637
796,3328708.63563333
797,3492077.4558
798,4267440.66526667
799,5096084.64856667
800,4861825.42023333
801,4243907.5038
802,4249424.422
803,4056424.78643333
804,4303485.6559
805,3857238.79
806,4816349.17443334
807,5273934.36063333
808,3826540.53023333
809,2753342.7934
810,4248051.41786667
811,3971199.8473
812,5459317.38206667
813,4916476.44983333
814,2649826.4737
815,4756506.48953333
816,3827898.9705
817,3184893.29833333
818,4377199.62096667
819,3083386.25066667
820,4387537.09286667
821,4455878.9243
822,4686836.36293333
823,4616034.47843333
824,4194043.45256667
825,4446386.55603333
826,4851178.6139
827,2728907.7341
828,5126206.28083333
829,3809152.79723333
830,4420343.28463334
831,5894145.87673333
832,5014255.3275
833,4634982.95123333
834,6087014.93276666
835,3682729.75786666
836,2553176.37723333
837,4432142.21393333
838,4374117.54513333
839,2571542.6492
840,3967325.1657
841,3246256.35613333
842,5323351.74766667
843,4341885.2985
844,5429160.02323333
845,4973878.7562
846,4486310.45233333
847,3999796.2156
848,3361690.76446667
849,3583892.53076667
850,3518245.07313333
851,4068801.546
852,5972945.7337
853,3323087.04453333
854,3480437.46733333
855,3728764.70566667
856,5015912.4682
857,4474747.69276667
858,3602667.4101
859,5518781.11503333
860,4246000.56123333
861,4693473.8249
862,3535761.7564
863,4723630.0199
864,5710087.0864
865,4480043.534
866,4174163.54483333
867,2885431.50773333
868,4885822.8368
869,5203713.1882
870,2483418.19926667
871,4514862.66693333
872,3858247.2105
873,4302165.3407
874,4573513.24476667
875,2815076.29356666
876,3159529.7919
877,5029572.0652
878,3583242.47566666
879,4919565.25
880,4074712.61953333
881,3560814.29343333
882,4991208.01296667
883,4485066.8542
884,4158039.46456667
885,4463370.90866666
886,4797679.1575
887,4739426.32633333
888,3161851.98793333
889,5081186.85706667
890,3298584.57303333
891,4430283.45353333
892,5534633.42823333
893,3529510.0196
894,4938237.69833333
895,4182016.28096667
896,5186593.20916667
897,4839725.06183333
898,4363522.17306667
899,5046903.55263333
900,4019934.66686666
901,6960762.2138
902,4680329.1881
903,3924541.15963333
904,2983915.6029
905,4231533.77336667
906,4498000.80146667
907,4205489.50153333
908,5563297.18526667
909,3690475.97073333
910,4399739.22143333
911,4943636.75526667
912,3808577.57923333
913,3636351.5512
914,4264999.50076667
915,4836347.2681
916,2413601.72143333
917,5453001.26756667
918,3657801.66316667
919,4121051.33423334
920,3932097.5621
921,3345303.3117
922,5783086.819
923,4379465.98066667
924,4717063.78096667
925,5756783.2989
926,5425859.74213333
927,3807404.13526667
928,5838902.28586667
929,4033392.95146667
930,4684719.01153333
931,3159384.26506667
932,5163467.32363334
933,4886132.30706666
934,4252709.27196667
935,3966446.37273333
936,3367806.67616667
937,4563717.9106
938,3742588.2133
939,5853233.6952
940,4749668.2178
941,4516081.55136666
942,4585931.07626667
943,4654337.86913334
944,4582934.08733333
945,2563352.44756666
946,4941695.39963334
947,4947371.58993334
948,4688220.6152
949,3545256.45576666
950,6280933.12026667
951,3837686.65286667
952,3404869.71083333
953,4082497.0074
954,6318133.74033334
955,4494743.7453
956,4150740.12336667
957,4913992.9688
958,5219010.7949
959,4154001.82726667
960,5110343.83096667
961,5111689.27766667
962,5148700.45636667
963,4240008.5445
964,6444636.90576667
965,3137296.9512
966,5924087.1549
967,5815157.91713334
968,3787514.2632
969,3250363.15206666
970,3520383.65513333
971,4201906.65603334
972,3012936.08503333
973,3536369.9512
974,4135496.38673333
975,3507323.63093333
976,3118401.25683333
977,4895594.38076667
978,4475952.65466667
979,4765018.408
980,5273199.689
981,2545608.2298
982,3925759.9926
983,4927602.34566667
984,5026840.4779
985,4008866.6189
986,3256236.1448
987,5142955.9624
988,6000850.3923
989,4149471.90583333
990,4004561.84663333
991,2603045.01443333
992,4672201.5066
993,5610577.05246667
994,4506727.01413334
995,2853050.0606
996,4473331.8596
997,5160743.98903333
998,3726693.33053333
999,4463765.00993333
1000,5064213.85106667
1001,4043933.36766666
1002,4018616.73513333
1003,5153385.25893333
1004,4549903.76996667
1005,4884620.9029
1006,4780297.22276667
1007,4400630.62003333
1008,2898427.1763
1009,3948596.44463333
1010,4419317.50366667
1011,4439134.87903333
1012,4094446.61726667
1013,4929065.25726667
1014,4632250.42476667
1015,4827977.85863333
1016,4780294.59083333
1017,4895464.46186666
1018,4014135.33786666
1019,4242798.48413333
1020,4478048.3045
1021,4182022.68766667
1022,4792318.9883
1023,3165808.15753333
1024,4358204.77793333
1025,3825904.17163333
1026,5312013.81033333
1027,3922269.00266667
1028,4867204.523
1029,3529694.5858
1030,4502453.10916667
1031,3676169.64986667
1032,2969261.25456667
1033,4271579.68846667
1034,4042304.31743333
1035,3978507.00173333
1036,4435621.78536667
1037,3914599.83853333
1038,5186328.39226667
1039,5367673.22443333
1040,4897876.96993333
1041,3391401.40836667
1042,2911464.83573333
1043,4585750.57016667
1044,5014072.9789
1045,5323891.60613333
1046,4084073.82933333
1047,5075850.60926667
1048,4023186.39623333
1049,4175124.71556667
1050,4808472.58173333
1051,3341465.776
1052,4520593.8035
1053,4263755.9296
1054,5290414.0779
1055,2855054.94566667
1056,4890242.3154
1057,5261589.31733334
1058,2509502.4788
1059,3942442.66733333
1060,5084442.63916666
1061,4601819.17413333
1062,4806403.60576667
1063,4771226.04093333
1064,4279629.1296
1065,3842253.941
1066,5044307.72633334
1067,4735030.70693333
1068,4361206.4395
1069,4598992.22466667
1070,4358505.72173333
1071,4168569.1617
1072,4262796.84116667
1073,5648400.44083333
1074,6523737.83453334
1075,3659409.8047
1076,3781893.68296667
1077,3601295.60306667
1078,3329440.1934
1079,4370818.72073333
1080,3922906.40246667
1081,3794202.82506667
1082,3719727.8628
1083,4914045.7388
1084,3855390.74036667
1085,2246779.8307
1086,4454471.75916667
1087,4057598.04106666
1088,4408964.09096667
1089,4165300.28716667
1090,5187067.75496667
1091,3545822.38516667
1092,4171832.80713333
1093,3977448.714
1094,4089699.61723333
1095,4584125.84466667
1096,2879522.2442
1097,4382451.26933333
1098,3140309.0879
1099,4965366.94796667
1100,4315930.35106667
1101,4211826.32623333
1102,4467467.27663333
1103,4773024.7256
1104,5040034.4745
1105,4021805.90586667
1106,3676635.7197
1107,5539291.98526666
1108,4959107.48686667
1109,5185587.9755
1110,4270446.53613333
1111,4874542.2933
1112,4229630.89576667
1113,3646298.0363
1114,3830990.6694
1115,3724801.31253333
1116,3584491.6941
1117,5567957.8932
1118,5070226.0742
1119,3344034.2283
1120,3961915.04746667
1121,2291855.17696667
1122,4308849.73996667
1123,3295462.2601
1124,3500782.1321
1125,5620107.26366667
1126,4900828.4318
1127,2911544.12363333
1128,4470292.04093334
1129,3999946.7035
1130,4060139.95503333
1131,5381452.78926667
1132,4585973.0451
1133,3206830.96196667
1134,4799058.09926667
1135,3357884.6189
1136,4941995.32116667
1137,3293600.33613333
1138,5156835.77733334
1139,4114846.5993
1140,5246375.9203
1141,4847211.1197
1142,4574380.2675
1143,3825328.43996667
1144,3587405.7931
1145,4472997.08256667
1146,4217547.9783
1147,5073332.1707
1148,4019055.065
1149,4981578.11193333
1150,4536660.45033333
1151,2289115.93526667
1152,4474203.62966667
1153,5166283.41616667
1154,4791861.52146667
1155,3824802.54916667
1156,3853176.7016
1157,5204312.81176667
1158,4808150.9318
1159,4484878.84903333
1160,4710038.32156667
1161,5268378.5223
1162,5319350.2773
1163,4114410.95293333
1164,4840301.8481
1165,4858721.3377
1166,4482444.48363333
1167,5822737.71786667
1168,3343598.32816667
1169,5300323.11366667
1170,4243579.7043
1171,3878110.46193333
1172,2281623.29006667
1173,4165592.59846667
1174,4209094.0902
1175,4901561.94596667
1176,4578324.73293333
1177,4492387.51756667
1178,5023953.56636666
1179,5556514.1745
1180,6881870.12943333
1181,4037152.70086667
1182,5367735.7454
1183,3234948.11656667
1184,3726383.49906666
1185,3107763.8983
1186,5087149.25896667
1187,3701103.33486667
1188,4095464.11536667
1189,4800422.76726667
1190,5459150.7711
1191,4129074.28326667
1192,3947428.9532
1193,3202883.96066666
1194,4786723.8564
1195,4701722.72246667
1196,4319889.29733333
1197,3241542.80543333
1198,4459731.71766667
1199,4773984.9971
1200,5971731.53663334
1201,4348140.93103334
1202,3355551.11353333
1203,3215157.1224
1204,3382413.52823333
1205,2944438.08636667
1206,4543450.53583334
1207,4336710.98356667
1208,4249117.45033333
1209,4659947.32606667
1210,3886725.58936667
1211,3475806.62196667
1212,5139683.74143334
1213,5040752.06416667
1214,4309556.49953333
1215,3887044.27903333
1216,4019457.37756667
1217,3509610.79576667
1218,3396606.57583333
1219,4596545.1407
1220,3805963.0378
1221,5766261.51316667
1222,4334598.85556667
1223,4333739.19113333
1224,4407038.6079
1225,4423908.12466667
1226,4209243.62263333
1227,5364691.95866666
1228,4208418.1608
1229,4321905.60463333
1230,4653832.8896
1231,4586024.69946667
1232,3569114.18376666
1233,4916603.8284
1234,4078599.8161
1235,3525429.55326667
1236,3690352.29543334
1237,3385285.53243333
1238,4800516.77496667
1239,4722855.97843333
1240,4346451.09403333
1241,4090585.5298
1242,5462237.95373334
1243,4321266.42896667
1244,4978948.59486667
1245,3657887.79246667
1246,3468706.7472
1247,5135952.95356667
1248,2611248.81556667
1249,4813550.64513334
1250,4654047.49856666
1251,4005048.07763334
1252,3516359.96846667
1253,5640045.95913333
1254,4116830.75793333
1255,3700656.82543333
1256,4294117.62053333
1257,4210133.55943333
1258,6098322.7754
1259,4226260.55576667
1260,4260152.77236667
1261,5160909.63363334
1262,4754660.78073334
1263,2976811.12213333
1264,4984505.83313333
1265,3549308.05783333
1266,4000815.70326667
1267,5242974.11043333
1268,3738253.50746667
1269,4265479.75513333
1270,4092062.65133333
1271,4294520.19303333
1272,5188501.03296667
1273,3424649.77363333
1274,2953210.0685
1275,5150556.44366667
1276,3210667.42493333
1277,3519770.56873333
1278,4661363.9205
1279,4209094.0902
1280,3954681.526
1281,4487467.21536667
1282,4417556.7152
1283,3542292.5437
1284,4375675.15536667
1285,4915934.26253334
1286,2871944.43813333
1287,4077821.03646667
1288,3775776.4528
1289,2763406.4929
1290,3433575.378
1291,3621471.91203333
1292,6286202.74076667
1293,5450792.4748
1294,5615310.49456667
1295,4738250.4598
1296,5609021.28063334
1297,4767004.09656667
1298,3550653.55413333
1299,5027692.44773334
1300,4666848.815
1301,3467084.80216667
1302,4652956.94906667
1303,4285925.67606667
1304,3190619.6028
1305,5052225.56296667
1306,3952680.71236667
1307,4886115.7565
1308,5730023.52746667
1309,4014580.16056667
1310,4542477.5298
1311,4505446.5998
1312,3242636.01346667
1313,4487134.58633333
1314,4319193.9933
1315,5037748.42053333
1316,4888661.88456667
1317,4369282.93276667
1318,5114091.1625
1319,5222382.69466667
1320,6592311.5389
1321,4932298.66023333
1322,5033218.1787
1323,3970755.4334
1324,4923707.2884
1325,3447125.88043333
1326,3322472.91623333
1327,5171551.01946667
1328,4304415.63923333
1329,4779536.91783333
1330,5013128.93943333
1331,4210682.1493
1332,4077804.26476667
1333,3086949.77086667
1334,4190491.70676667
1335,3718483.08256667
1336,2547713.61443333
1337,4930587.74876667
1338,2702786.29056667
1339,3502588.42536666
1340,3985581.0127
1341,4359828.38313333
1342,3747229.05363333
1343,2499110.65436667
1344,5327258.27423334
1345,3043696.39733333
1346,3770336.4925
1347,3369436.22683333
1348,4584867.431
1349,4110580.5417
1350,3827894.4237
1351,5412836.09276667
1352,4759278.84556666
1353,4732601.57523333
1354,3765540.3187
1355,3156709.28796667
1356,5189618.4335
1357,3641634.1232
1358,4565270.11513333
1359,3026602.59266667
1360,4417886.645
1361,5446366.049
1362,4569762.38456667
1363,5267626.67043333
1364,4468334.82186667
1365,4037889.56496667
1366,3372802.51803333
1367,4653791.9564
1368,4379834.49226667
1369,5102495.15366666
1370,4460571.13593333
1371,4922957.0016
1372,5003915.9406
1373,5233546.61793334
1374,3894244.93753333
1375,4857377.94943333
1376,4207653.63656667
1377,4263989.3941
1378,3388652.083
1379,3355853.0584
1380,4162175.91883333
1381,5350786.89463333
1382,4037408.28973333
1383,5164932.58926667
1384,3740997.79973334
1385,4056269.93013333
1386,4570967.42716666
1387,3549145.272
1388,4342561.56886667
1389,3080554.75863333
1390,5012113.98193333
1391,3673377.78603333
1392,5000908.30326667
1393,4614346.44413333
1394,5208060.73003333
1395,4335699.12166667
1396,4801699.11433333
1397,4516491.41233333
1398,4213244.01113333
1399,4288539.17926667
1400,4048421.78606667
1401,5219970.27076667
1402,4475098.53206667
1403,4216912.02433333
1404,3994475.31406666
1405,4483645.79463334
1406,3845450.19583333
1407,4922887.0952
